,symbol,date,open,close,volume,high,low,split,dividend
0,TSLA,2019-12-31T00:00:00+0000,405.0003,418.33,10292456.0,421.29,402.08,1.0,0.0
1,TSLA,2019-12-30T00:00:00+0000,428.79,414.7,12601265.0,429.0,409.2589,1.0,0.0
2,TSLA,2019-12-27T00:00:00+0000,435.0,430.38,9956827.0,435.31,426.11,1.0,0.0
3,TSLA,2019-12-26T00:00:00+0000,427.91,430.94,10648289.0,433.48,426.35,1.0,0.0
4,TSLA,2019-12-24T00:00:00+0000,418.36,425.25,8054720.0,425.47,412.6875,1.0,0.0
5,TSLA,2019-12-23T00:00:00+0000,411.78,419.22,13332821.0,422.01,410.0,1.0,0.0
6,TSLA,2019-12-20T00:00:00+0000,410.29,405.59,14785206.0,413.0,400.185,1.0,0.0
7,TSLA,2019-12-19T00:00:00+0000,397.32,404.04,18120307.0,406.85,396.5,1.0,0.0
8,TSLA,2019-12-18T00:00:00+0000,380.63,393.15,14136392.0,395.22,380.58,1.0,0.0
9,TSLA,2019-12-17T00:00:00+0000,378.99,378.99,8503775.0,385.5,375.9,1.0,0.0
10,TSLA,2019-12-16T00:00:00+0000,362.55,381.5,18220940.0,383.61,362.5,1.0,0.0
11,TSLA,2019-12-13T00:00:00+0000,361.05,358.39,6574281.0,365.21,354.64,1.0,0.0
12,TSLA,2019-12-12T00:00:00+0000,354.92,359.68,7776211.0,362.74,353.23,1.0,0.0
13,TSLA,2019-12-11T00:00:00+0000,351.8765,352.7,6919162.0,357.1899,351.09,1.0,0.0
14,TSLA,2019-12-10T00:00:00+0000,339.96,348.84,8839951.0,350.73,339.31,1.0,0.0
15,TSLA,2019-12-09T00:00:00+0000,336.59,339.53,9040217.0,344.45,335.08,1.0,0.0
16,TSLA,2019-12-06T00:00:00+0000,335.0,335.89,7618937.0,338.86,334.77,1.0,0.0
17,TSLA,2019-12-05T00:00:00+0000,332.83,330.37,3736976.0,334.4227,327.25,1.0,0.0
18,TSLA,2019-12-04T00:00:00+0000,337.75,333.03,5536255.0,337.86,332.85,1.0,0.0
19,TSLA,2019-12-03T00:00:00+0000,332.62,336.2,6613476.0,337.91,332.186,1.0,0.0
20,TSLA,2019-12-02T00:00:00+0000,329.4,334.87,6081986.0,336.3827,328.687,1.0,0.0
21,TSLA,2019-11-29T00:00:00+0000,331.11,329.94,2465629.0,331.26,327.5,1.0,0.0
22,TSLA,2019-11-27T00:00:00+0000,331.12,331.29,5563459.0,333.93,328.57,1.0,0.0
23,TSLA,2019-11-26T00:00:00+0000,335.27,328.92,7956239.0,335.5,327.1,1.0,0.0
24,TSLA,2019-11-25T00:00:00+0000,344.32,336.34,12345765.0,344.57,334.46,1.0,0.0
25,TSLA,2019-11-22T00:00:00+0000,340.16,333.04,16870642.0,341.0,330.0,1.0,0.0
26,TSLA,2019-11-21T00:00:00+0000,354.51,354.83,6110013.0,360.84,354.0039,1.0,0.0
27,TSLA,2019-11-20T00:00:00+0000,360.0,352.22,6733965.0,361.2,349.57,1.0,0.0
28,TSLA,2019-11-19T00:00:00+0000,351.75,359.52,7736078.0,359.99,347.8,1.0,0.0
29,TSLA,2019-11-18T00:00:00+0000,352.9165,349.99,4408505.0,353.15,346.1,1.0,0.0
30,TSLA,2019-11-15T00:00:00+0000,350.64,352.17,4812563.0,352.8,348.36,1.0,0.0
31,TSLA,2019-11-14T00:00:00+0000,346.11,349.35,6471703.0,353.84,342.91,1.0,0.0
32,TSLA,2019-11-13T00:00:00+0000,355.0,346.11,8467863.0,356.33,345.18,1.0,0.0
33,TSLA,2019-11-12T00:00:00+0000,346.9,349.93,7359383.0,350.37,344.04,1.0,0.0
34,TSLA,2019-11-11T00:00:00+0000,343.95,345.09,9993689.0,349.19,342.0,1.0,0.0
35,TSLA,2019-11-08T00:00:00+0000,334.5,337.14,6074221.0,337.46,332.5,1.0,0.0
36,TSLA,2019-11-07T00:00:00+0000,329.14,335.54,14467348.0,341.5,328.02,1.0,0.0
37,TSLA,2019-11-06T00:00:00+0000,318.0,326.58,7940932.0,326.72,314.5,1.0,0.0
38,TSLA,2019-11-05T00:00:00+0000,319.62,317.22,6943417.0,323.51,316.118,1.0,0.0
39,TSLA,2019-11-04T00:00:00+0000,314.8,317.47,8787040.0,321.94,309.26,1.0,0.0
40,TSLA,2019-11-01T00:00:00+0000,316.32,313.31,6383929.0,316.48,309.8,1.0,0.0
41,TSLA,2019-10-31T00:00:00+0000,313.1,314.92,5066956.0,319.0,313.0,1.0,0.0
42,TSLA,2019-10-30T00:00:00+0000,313.0,315.01,9641810.0,318.79,309.97,1.0,0.0
43,TSLA,2019-10-29T00:00:00+0000,319.99,316.22,12684267.0,324.3,314.75,1.0,0.0
44,TSLA,2019-10-28T00:00:00+0000,327.54,327.71,18737839.0,340.84,322.6,1.0,0.0
45,TSLA,2019-10-25T00:00:00+0000,297.72,328.13,30006091.0,330.0,296.11,1.0,0.0
46,TSLA,2019-10-24T00:00:00+0000,298.37,299.68,29819231.0,304.93,289.2,1.0,0.0
47,TSLA,2019-10-23T00:00:00+0000,254.5,254.68,11216182.0,256.14,251.35,1.0,0.0
48,TSLA,2019-10-22T00:00:00+0000,254.32,255.58,4625095.0,258.33,250.85,1.0,0.0
49,TSLA,2019-10-21T00:00:00+0000,258.33,253.5,5020339.0,259.5,250.18,1.0,0.0
50,TSLA,2019-10-18T00:00:00+0000,260.7,256.95,5720888.0,262.8,255.1,1.0,0.0
51,TSLA,2019-10-17T00:00:00+0000,262.5,261.97,4779043.0,264.78,260.17,1.0,0.0
52,TSLA,2019-10-16T00:00:00+0000,257.39,259.75,6704303.0,262.1,256.92,1.0,0.0
53,TSLA,2019-10-15T00:00:00+0000,257.7,257.89,6479456.0,260.0,254.12,1.0,0.0
54,TSLA,2019-10-14T00:00:00+0000,247.9,256.96,10226863.0,258.55,247.13,1.0,0.0
55,TSLA,2019-10-11T00:00:00+0000,247.15,247.89,8488159.0,251.08,246.81,1.0,0.0
56,TSLA,2019-10-10T00:00:00+0000,245.28,244.74,6313417.0,249.28,241.58,1.0,0.0
57,TSLA,2019-10-09T00:00:00+0000,241.32,244.53,6935033.0,247.295,240.65,1.0,0.0
58,TSLA,2019-10-08T00:00:00+0000,235.87,240.05,8702338.0,243.94,234.5,1.0,0.0
59,TSLA,2019-10-07T00:00:00+0000,229.8,237.72,8086957.0,238.56,228.55,1.0,0.0
60,TSLA,2019-10-04T00:00:00+0000,231.61,231.43,8021180.0,234.78,228.07,1.0,0.0
61,TSLA,2019-10-03T00:00:00+0000,231.86,233.03,15137763.0,234.48,224.28,1.0,0.0
62,TSLA,2019-10-02T00:00:00+0000,243.29,243.13,6256548.0,244.65,239.43,1.0,0.0
63,TSLA,2019-10-01T00:00:00+0000,241.5,244.69,6196290.0,245.95,239.13,1.0,0.0
64,TSLA,2019-09-30T00:00:00+0000,243.0,240.87,5946161.0,243.98,236.1111,1.0,0.0
65,TSLA,2019-09-27T00:00:00+0000,242.2,242.13,11123179.0,248.71,238.73,1.0,0.0
66,TSLA,2019-09-26T00:00:00+0000,230.66,242.56,12078785.0,243.31,227.4,1.0,0.0
67,TSLA,2019-09-25T00:00:00+0000,224.56,228.7,9444286.0,228.98,218.36,1.0,0.0
68,TSLA,2019-09-24T00:00:00+0000,241.52,223.21,12941112.0,241.99,222.61,1.0,0.0
69,TSLA,2019-09-23T00:00:00+0000,240.0,241.23,4391630.0,245.1794,239.22,1.0,0.0
70,TSLA,2019-09-20T00:00:00+0000,246.49,240.62,6506264.0,246.946,238.16,1.0,0.0
71,TSLA,2019-09-19T00:00:00+0000,246.0,246.6,4883135.0,247.94,244.84,1.0,0.0
72,TSLA,2019-09-18T00:00:00+0000,245.0,243.49,4228103.0,248.1685,242.37,1.0,0.0
73,TSLA,2019-09-17T00:00:00+0000,242.47,244.79,3946909.0,245.6,240.37,1.0,0.0
74,TSLA,2019-09-16T00:00:00+0000,246.0,242.81,4728096.0,247.43,241.17,1.0,0.0
75,TSLA,2019-09-13T00:00:00+0000,246.96,245.2,5313145.0,248.45,244.865,1.0,0.0
76,TSLA,2019-09-12T00:00:00+0000,247.7,245.87,8581210.0,253.5,244.4,1.0,0.0
77,TSLA,2019-09-11T00:00:00+0000,237.38,247.1,10042777.0,248.1741,236.0,1.0,0.0
78,TSLA,2019-09-10T00:00:00+0000,230.8,235.54,4883714.0,235.54,228.94,1.0,0.0
79,TSLA,2019-09-09T00:00:00+0000,230.0,231.79,4802669.0,233.76,229.23,1.0,0.0
80,TSLA,2019-09-06T00:00:00+0000,227.2,227.45,4189372.0,229.64,225.17,1.0,0.0
81,TSLA,2019-09-05T00:00:00+0000,222.5,229.58,7403322.0,229.8,220.85,1.0,0.0
82,TSLA,2019-09-04T00:00:00+0000,226.89,220.68,5768696.0,228.46,219.205,1.0,0.0
83,TSLA,2019-09-03T00:00:00+0000,224.08,225.01,5360546.0,228.95,223.16,1.0,0.0
84,TSLA,2019-08-30T00:00:00+0000,229.15,225.61,9327775.0,232.44,224.213,1.0,0.0
85,TSLA,2019-08-29T00:00:00+0000,219.0,221.71,5183104.0,223.4,218.0,1.0,0.0
86,TSLA,2019-08-28T00:00:00+0000,213.69,215.59,3223082.0,217.25,212.31,1.0,0.0
87,TSLA,2019-08-27T00:00:00+0000,215.74,214.08,5420727.0,218.8,212.03,1.0,0.0
88,TSLA,2019-08-26T00:00:00+0000,213.6,215.0,5054414.0,215.02,211.54,1.0,0.0
89,TSLA,2019-08-23T00:00:00+0000,219.97,211.4,8559704.0,221.17,211.0,1.0,0.0
90,TSLA,2019-08-22T00:00:00+0000,222.8,222.15,6564964.0,225.4,218.22,1.0,0.0
91,TSLA,2019-08-21T00:00:00+0000,222.01,220.83,7799744.0,223.22,217.6,1.0,0.0
92,TSLA,2019-08-20T00:00:00+0000,227.62,225.86,4170527.0,229.09,224.54,1.0,0.0
93,TSLA,2019-08-19T00:00:00+0000,224.21,226.83,5311748.0,227.83,221.7,1.0,0.0
94,TSLA,2019-08-16T00:00:00+0000,216.66,219.94,5207376.0,222.24,216.02,1.0,0.0
95,TSLA,2019-08-15T00:00:00+0000,220.86,215.64,8231952.0,221.56,211.55,1.0,0.0
96,TSLA,2019-08-14T00:00:00+0000,231.21,219.62,9562591.0,231.5,216.69,1.0,0.0
97,TSLA,2019-08-13T00:00:00+0000,228.81,235.0,4868998.0,236.0,227.55,1.0,0.0
98,TSLA,2019-08-12T00:00:00+0000,232.99,229.01,4663937.0,235.77,228.75,1.0,0.0
99,TSLA,2019-08-09T00:00:00+0000,236.0535,235.01,3898244.0,238.96,233.81,1.0,0.0
100,TSLA,2019-08-08T00:00:00+0000,234.45,238.3,5274349.0,239.8,232.65,1.0,0.0
101,TSLA,2019-08-07T00:00:00+0000,226.5,233.42,4776500.0,233.5688,225.8,1.0,0.0
102,TSLA,2019-08-06T00:00:00+0000,231.88,230.75,5564200.0,232.5,225.75,1.0,0.0
103,TSLA,2019-08-05T00:00:00+0000,229.6,228.32,7028279.0,231.3673,225.775,1.0,0.0
104,TSLA,2019-08-02T00:00:00+0000,231.35,234.34,6136481.0,236.27,229.23,1.0,0.0
105,TSLA,2019-08-01T00:00:00+0000,242.65,233.85,8259516.0,244.51,231.77,1.0,0.0
106,TSLA,2019-07-31T00:00:00+0000,243.0,241.61,9178208.0,246.68,236.6501,1.0,0.0
107,TSLA,2019-07-30T00:00:00+0000,232.9,242.26,8109014.0,243.36,232.18,1.0,0.0
108,TSLA,2019-07-29T00:00:00+0000,227.09,235.77,9273331.0,235.94,226.0325,1.0,0.0
